formation_date,entry_date,exit_date,n_holdings,gross_return,net_return,turnover,cost,median_marketcap,median_adv_proxy
2018-03-07,2018-03-08,2018-04-06,288,-0.017413418664687954,-0.0177325312926743,0.3191126279863481,0.0003191126279863481,2189.6,
2018-04-05,2018-04-06,2018-05-04,288,0.01648911748197826,0.016238264239657442,0.2508532423208191,0.0002508532423208191,2612.1,
2018-05-03,2018-05-04,2018-06-04,292,0.08206357672637653,0.08175171231959687,0.31186440677966104,0.00031186440677966103,2175.5,
2018-06-01,2018-06-04,2018-07-02,293,-3.393834152462423e-05,-0.0003700869901732729,0.33614864864864863,0.00033614864864864866,1893.25,
2018-06-29,2018-07-02,2018-07-31,295,-0.004066150441336993,-0.004317839630526182,0.2516891891891892,0.0002516891891891892,1644.6,
2018-07-30,2018-07-31,2018-08-28,292,0.06863394003880251,0.06837631292015844,0.2576271186440678,0.0002576271186440678,1420.4,
2018-08-27,2018-08-28,2018-09-26,294,-0.009766261520300313,-0.01006287168979184,0.2966101694915254,0.0002966101694915254,1592.1999999999998,
2018-09-25,2018-09-26,2018-10-24,287,-0.11255464264760545,-0.1128335542122313,0.2789115646258503,0.0002789115646258503,1751.45,
2018-10-23,2018-10-24,2018-11-21,288,-0.07027286712548672,-0.07056910000219906,0.2962328767123288,0.00029623287671232877,1690.9,
2018-11-20,2018-11-21,2018-12-21,284,-0.09378546439301128,-0.09420127195314873,0.41580756013745707,0.00041580756013745706,2122.8,
2018-12-20,2018-12-21,2019-01-23,283,0.08697967845581472,0.08669789151423397,0.281786941580756,0.000281786941580756,2386.6,
