strategy,rebalance_date,period_end,symbol,rank,score,target_weight,holding_return,gross_return_contribution,actual_start_weight,ending_weight
Market-Residual Momentum,2023-04-03 00:00:00-04:00,2023-05-01 00:00:00-04:00,PG,3,-0.00452355910488067,0.2,0.05778421877501927,0.011556843755003855,0.2000204305535844,0.20813783324116447
Market-Residual Momentum,2023-04-03 00:00:00-04:00,2023-05-01 00:00:00-04:00,V,4,-0.005739191884712613,0.2,0.03392090390418079,0.006784180780836158,0.20002043055358443,0.20286494000938562
Market-Residual Momentum,2023-04-03 00:00:00-04:00,2023-05-01 00:00:00-04:00,CSCO,5,-0.00608283451349767,0.2,-0.08654339441033121,-0.017308678882066244,0.20002043055358443,0.1795264647102704
Market-Residual Momentum,2023-05-01 00:00:00-04:00,2023-06-01 00:00:00-04:00,KO,1,-0.003478068741496032,0.2,-0.06562732648662783,-0.013125465297325568,0.20002005185325064,0.19733366325621252
Market-Residual Momentum,2023-05-01 00:00:00-04:00,2023-06-01 00:00:00-04:00,PG,2,-0.0043396818891995315,0.2,-0.08190735019500273,-0.016381470039000545,0.20002005185325056,0.19378551694343443
Market-Residual Momentum,2023-05-01 00:00:00-04:00,2023-06-01 00:00:00-04:00,MCD,3,-0.005169169525768513,0.2,-0.03652088108584295,-0.00730417621716859,0.20002005185325059,0.2045720717135972
Market-Residual Momentum,2023-05-01 00:00:00-04:00,2023-06-01 00:00:00-04:00,V,4,-0.005338814413460957,0.2,-0.04167891828645187,-0.008335783657290374,0.20002005185325059,0.20178932475412054
Market-Residual Momentum,2023-05-01 00:00:00-04:00,2023-06-01 00:00:00-04:00,JNJ,5,-0.005583148792032366,0.2,-0.04825205675829225,-0.00965041135165845,0.20002005185325059,0.2026261002308784
Market-Residual Momentum,2023-06-01 00:00:00-04:00,2023-07-03 00:00:00-04:00,KO,1,-0.003196207904576087,0.2,0.011986663231518646,0.0023973326463037296,0.20001676774752644,0.1922620336183523
Market-Residual Momentum,2023-06-01 00:00:00-04:00,2023-07-03 00:00:00-04:00,MCD,2,-0.003442451774802846,0.2,0.05071824680237991,0.010143649360475982,0.20001676774752644,0.1999697132014543
Market-Residual Momentum,2023-06-01 00:00:00-04:00,2023-07-03 00:00:00-04:00,V,3,-0.0037272135301019693,0.2,0.06406856069741695,0.012813712139483392,0.20001676774752644,0.20249900934715218
Market-Residual Momentum,2023-06-01 00:00:00-04:00,2023-07-03 00:00:00-04:00,WMT,4,-0.004110003336590506,0.2,0.07249848197283737,0.014499696394567475,0.20001676774752644,0.20417132291727264
Market-Residual Momentum,2023-06-01 00:00:00-04:00,2023-07-03 00:00:00-04:00,PG,5,-0.0046562124090727686,0.2,0.05745193175540497,0.011490386351080996,0.20001676774752647,0.2011777563279561
Market-Residual Momentum,2023-07-03 00:00:00-04:00,2023-08-01 00:00:00-04:00,KO,1,-0.00323319556800461,0.2,0.03139520866030332,0.006279041732060665,0.2000127615131503,0.20373807399194177
Market-Residual Momentum,2023-07-03 00:00:00-04:00,2023-08-01 00:00:00-04:00,MCD,2,-0.0034072393785528066,0.2,-0.016085251719194504,-0.003217050343838901,0.20001276151315028,0.19499412604590288
Market-Residual Momentum,2023-07-03 00:00:00-04:00,2023-08-01 00:00:00-04:00,WMT,3,-0.0038403033063455494,0.2,0.020024175104340847,0.004004835020868169,0.2000127615131503,0.201898818578554
Market-Residual Momentum,2023-07-03 00:00:00-04:00,2023-08-01 00:00:00-04:00,V,4,-0.0038628262415227876,0.2,0.0005907298080094492,0.00011814596160188985,0.2000127615131503,0.19865677058531916
Market-Residual Momentum,2023-07-03 00:00:00-04:00,2023-08-01 00:00:00-04:00,AAPL,5,-0.004710296546604487,0.2,0.012694967460341378,0.0025389934920682757,0.20001276151315034,0.20077556314392117
Market-Residual Momentum,2023-08-01 00:00:00-04:00,2023-09-01 00:00:00-04:00,MCD,1,-0.002911767935162568,0.2,-0.030515059392301258,-0.006103011878460252,0.20000073032084678,0.19508334964344187
Market-Residual Momentum,2023-08-01 00:00:00-04:00,2023-09-01 00:00:00-04:00,KO,2,-0.0029993405321725453,0.2,-0.033660778823114135,-0.006732155764622827,0.20000073032084678,0.1948580641019682
Market-Residual Momentum,2023-08-01 00:00:00-04:00,2023-09-01 00:00:00-04:00,WMT,3,-0.00384608988724211,0.2,0.021875573833293638,0.004375114766658728,0.20000073032084678,0.2063123541507717
Market-Residual Momentum,2023-08-01 00:00:00-04:00,2023-09-01 00:00:00-04:00,V,4,-0.004084259547989633,0.2,0.04552325691864434,0.009104651383728868,0.20000073032084678,0.20989493979681048
Market-Residual Momentum,2023-08-01 00:00:00-04:00,2023-09-01 00:00:00-04:00,AAPL,5,-0.0041071010301800825,0.2,-0.033092697859854026,-0.0066185395719708055,0.20000073032084678,0.19385499604383366
Market-Residual Momentum,2023-09-01 00:00:00-04:00,2023-10-02 00:00:00-04:00,MCD,1,-0.0023829089333999853,0.2,-0.07269777481076689,-0.01453955496215338,0.20001716142568265,0.19685389553587387
Market-Residual Momentum,2023-09-01 00:00:00-04:00,2023-10-02 00:00:00-04:00,KO,2,-0.0027059905768824777,0.2,-0.06077376009200042,-0.012154752018400085,0.20001716142568265,0.1985436061471626
Market-Residual Momentum,2023-09-01 00:00:00-04:00,2023-10-02 00:00:00-04:00,WMT,3,-0.003178310655015837,0.2,-0.0207527322397566,-0.00415054644795132,0.20001716142568263,0.20731516246464565
Market-Residual Momentum,2023-09-01 00:00:00-04:00,2023-10-02 00:00:00-04:00,V,4,-0.003559840149072846,0.2,-0.07366560931224253,-0.014733121862448507,0.20001716142568263,0.19623044793263095
Market-Residual Momentum,2023-09-01 00:00:00-04:00,2023-10-02 00:00:00-04:00,IBM,5,-0.004314365792988717,0.2,-0.049029127001703254,-0.009805825400340652,0.20001716142568263,0.20114770737513585
Market-Residual Momentum,2023-10-02 00:00:00-04:00,2023-11-01 00:00:00-04:00,MCD,1,-0.002471638639868212,0.2,0.003816910625245029,0.0007633821250490058,0.20002081841788455,0.19607328474962976
Market-Residual Momentum,2023-10-02 00:00:00-04:00,2023-11-01 00:00:00-04:00,KO,2,-0.0025838114153001746,0.2,0.015918404128710817,0.0031836808257421634,0.20002081841788458,0.1979788044305221
Market-Residual Momentum,2023-10-02 00:00:00-04:00,2023-11-01 00:00:00-04:00,WMT,3,-0.0029466052370850093,0.2,0.029594304150525774,0.005918860830105155,0.20002081841788455,0.20076213425324407
