strategy,rebalance_date,next_rebalance_date,group,symbol,next_period_return
Dual Momentum,2025-06-02,2025-07-01,retained,V,-0.02467125291954808
Dual Momentum,2025-06-02,2025-07-01,retained,IBM,0.14233075760989422
Dual Momentum,2025-06-02,2025-07-01,retained,WMT,-0.01254556663686568
Dual Momentum,2025-06-02,2025-07-01,outgoing,TRV,-0.02209668389191255
Dual Momentum,2025-06-02,2025-07-01,outgoing,MCD,-0.058668434632261346
Dual Momentum,2025-06-02,2025-07-01,universe_median,__UNIVERSE_MEDIAN__,0.035020428822377214
Dual Momentum,2025-07-01,2025-08-01,new,GS,0.003545254785701779
Dual Momentum,2025-07-01,2025-08-01,new,BA,0.047494018846024666
Dual Momentum,2025-07-01,2025-08-01,new,JPM,0.003124983507574841
Dual Momentum,2025-07-01,2025-08-01,retained,CSCO,-0.021101549774522277
Dual Momentum,2025-07-01,2025-08-01,retained,IBM,-0.14646061714522618
Dual Momentum,2025-07-01,2025-08-01,outgoing,V,-0.027471633875182033
Dual Momentum,2025-07-01,2025-08-01,outgoing,WMT,0.0040984310103917565
Dual Momentum,2025-07-01,2025-08-01,outgoing,DIS,-0.04785427491681371
Dual Momentum,2025-07-01,2025-08-01,universe_median,__UNIVERSE_MEDIAN__,-0.011904828237844334
Dual Momentum,2025-08-01,2025-09-02,new,MSFT,-0.06300436914055763
Dual Momentum,2025-08-01,2025-09-02,new,DIS,-0.004847346092166638
Dual Momentum,2025-08-01,2025-09-02,retained,GS,0.04197268171191304
Dual Momentum,2025-08-01,2025-09-02,retained,BA,0.05390750510625364
Dual Momentum,2025-08-01,2025-09-02,retained,JPM,0.03395312504597037
Dual Momentum,2025-08-01,2025-09-02,outgoing,CSCO,0.008887514698268317
Dual Momentum,2025-08-01,2025-09-02,outgoing,IBM,-0.035325820407390296
Dual Momentum,2025-08-01,2025-09-02,universe_median,__UNIVERSE_MEDIAN__,0.03676370143534502
Dual Momentum,2025-09-02,2025-10-01,new,MMM,0.003247871306122363
Dual Momentum,2025-09-02,2025-10-01,retained,GS,0.07771691862591212
Dual Momentum,2025-09-02,2025-10-01,retained,BA,-0.07467141284854961
Dual Momentum,2025-09-02,2025-10-01,retained,JPM,0.0456605408345776
Dual Momentum,2025-09-02,2025-10-01,retained,MSFT,0.028633024952197106
Dual Momentum,2025-09-02,2025-10-01,outgoing,DIS,-0.02512386331357941
Dual Momentum,2025-09-02,2025-10-01,universe_median,__UNIVERSE_MEDIAN__,0.003247871306122363
Dual Momentum,2025-10-01,2025-11-03,new,INTC,0.20041758023720524
Dual Momentum,2025-10-01,2025-11-03,new,CAT,0.21850726972894519
Dual Momentum,2025-10-01,2025-11-03,new,JNJ,0.016129110624882204
Dual Momentum,2025-10-01,2025-11-03,retained,GS,-0.005103153186641229
Dual Momentum,2025-10-01,2025-11-03,retained,JPM,-0.0046437382777473335
Dual Momentum,2025-10-01,2025-11-03,outgoing,BA,-0.05593197293559471
Dual Momentum,2025-10-01,2025-11-03,outgoing,MSFT,0.009731914976569334
Dual Momentum,2025-10-01,2025-11-03,outgoing,MMM,0.07484621984799666
Dual Momentum,2025-10-01,2025-11-03,universe_median,__UNIVERSE_MEDIAN__,0.009731914976569334
Dual Momentum,2025-11-03,2025-12-01,new,MSFT,-0.058590151717371475
Dual Momentum,2025-11-03,2025-12-01,retained,INTC,-0.009689425829774834
Dual Momentum,2025-11-03,2025-12-01,retained,GS,0.0367542108595198
Dual Momentum,2025-11-03,2025-12-01,retained,CAT,-0.009584508026939664
Dual Momentum,2025-11-03,2025-12-01,retained,JNJ,0.09952967124880296
Dual Momentum,2025-11-03,2025-12-01,outgoing,JPM,0.006270007131292887
Dual Momentum,2025-11-03,2025-12-01,universe_median,__UNIVERSE_MEDIAN__,0.006270007131292887
Dual Momentum,2025-12-01,2026-01-02,retained,GS,0.08525929677328392
Dual Momentum,2025-12-01,2026-01-02,retained,CAT,0.012587558005771271
Dual Momentum,2025-12-01,2026-01-02,retained,MSFT,-0.008291725765819491
Dual Momentum,2025-12-01,2026-01-02,retained,JNJ,0.0015496602443296759
Dual Momentum,2025-12-01,2026-01-02,retained,INTC,-0.05243352033580051
Dual Momentum,2025-12-01,2026-01-02,universe_median,__UNIVERSE_MEDIAN__,0.0027677952762414915
Dual Momentum,2026-01-02,2026-02-02,new,AXP,-0.05182681757650287
Dual Momentum,2026-01-02,2026-02-02,retained,INTC,0.20810168162801612
Dual Momentum,2026-01-02,2026-02-02,retained,GS,0.05444568055378052
Dual Momentum,2026-01-02,2026-02-02,retained,CAT,0.1450401581965366
Dual Momentum,2026-01-02,2026-02-02,retained,JNJ,0.10395520631279398
Dual Momentum,2026-01-02,2026-02-02,outgoing,MSFT,-0.11179006704072625
Dual Momentum,2026-01-02,2026-02-02,universe_median,__UNIVERSE_MEDIAN__,0.04349478219421976
Dual Momentum,2026-02-02,2026-03-02,new,CSCO,0.008064424384270685
Dual Momentum,2026-02-02,2026-03-02,retained,INTC,-0.031339037293492855
Dual Momentum,2026-02-02,2026-03-02,retained,GS,-0.09409555756248555
Dual Momentum,2026-02-02,2026-03-02,retained,CAT,0.1116516705036692
Dual Momentum,2026-02-02,2026-03-02,retained,JNJ,0.09720874606315877
Dual Momentum,2026-02-02,2026-03-02,outgoing,AXP,-0.1345796600833974
Dual Momentum,2026-02-02,2026-03-02,universe_median,__UNIVERSE_MEDIAN__,0.010097060395595658
Dual Momentum,2026-03-02,2026-04-01,new,MRK,-0.0140447943889761
Dual Momentum,2026-03-02,2026-04-01,retained,INTC,0.018099529937821268
Dual Momentum,2026-03-02,2026-04-01,retained,GS,0.02375000606414135
Dual Momentum,2026-03-02,2026-04-01,retained,CAT,-0.015664828683689125
Dual Momentum,2026-03-02,2026-04-01,retained,JNJ,-0.014406655088718745
Dual Momentum,2026-03-02,2026-04-01,outgoing,CSCO,-0.009523760300096717
Dual Momentum,2026-03-02,2026-04-01,universe_median,__UNIVERSE_MEDIAN__,-0.03174412256600856
Dual Momentum,2026-04-01,2026-05-01,new,DOW,-0.0156287470726979
Dual Momentum,2026-04-01,2026-05-01,retained,INTC,1.071111043294271
Dual Momentum,2026-04-01,2026-05-01,retained,CAT,0.24452550072355894
Dual Momentum,2026-04-01,2026-05-01,retained,MRK,-0.07073126875436397
Dual Momentum,2026-04-01,2026-05-01,retained,JNJ,-0.06734533819100108
Dual Momentum,2026-04-01,2026-05-01,outgoing,GS,0.06564336830005946
Dual Momentum,2026-04-01,2026-05-01,universe_median,__UNIVERSE_MEDIAN__,0.04123440006099455
Dual Momentum,2026-05-01,2026-06-01,new,UNH,0.01115708661586412
Dual Momentum,2026-05-01,2026-06-01,retained,INTC,0.17414167262201508
Dual Momentum,2026-05-01,2026-06-01,retained,DOW,-0.15490300548311875
Dual Momentum,2026-05-01,2026-06-01,retained,CAT,-0.04089918330636311
Dual Momentum,2026-05-01,2026-06-01,retained,JNJ,-0.019978862062088654
Dual Momentum,2026-05-01,2026-06-01,outgoing,MRK,0.046470221396261335
Dual Momentum,2026-05-01,2026-06-01,universe_median,__UNIVERSE_MEDIAN__,-0.008954416056738745
Dual Momentum,2026-06-01,2026-07-01,new,CSCO,-0.027211996803068406
Dual Momentum,2026-06-01,2026-07-01,new,MRK,0.09681442325960399
Dual Momentum,2026-06-01,2026-07-01,retained,DOW,-0.21751827045078698
Dual Momentum,2026-06-01,2026-07-01,retained,CAT,0.2020090217941528
Dual Momentum,2026-06-01,2026-07-01,retained,INTC,0.23366535340871075
Dual Momentum,2026-06-01,2026-07-01,outgoing,UNH,0.11534471365724408
Dual Momentum,2026-06-01,2026-07-01,outgoing,JNJ,0.13463263200100362
Dual Momentum,2026-06-01,2026-07-01,universe_median,__UNIVERSE_MEDIAN__,-0.005249541528497992
Dual Momentum,2026-07-01,2026-08-03,new,JNJ,0.006791712618768431
Dual Momentum,2026-07-01,2026-08-03,retained,CSCO,-0.012967998206539488
Dual Momentum,2026-07-01,2026-08-03,retained,CAT,-0.21358950331344517
Dual Momentum,2026-07-01,2026-08-03,retained,MRK,0.014530120226293963
Dual Momentum,2026-07-01,2026-08-03,retained,INTC,-0.34518517388237846
Dual Momentum,2026-07-01,2026-08-03,outgoing,DOW,0.126492589309823
Dual Momentum,2026-07-01,2026-08-03,universe_median,__UNIVERSE_MEDIAN__,0.026968140332092494
