date,equity
2024-11-07,14391.63087332765
2024-11-08,14503.205359468293
2024-11-11,14604.754436595698
2024-11-12,14481.85880894258
2024-11-13,14541.370754170412
2024-11-14,14511.67469774422
2024-11-15,14518.842013576961
2024-11-18,14475.523957476098
2024-11-19,14458.321205715823
2024-11-20,14466.348913694528
2024-11-21,14670.981297028393
2024-11-22,14926.346952122116
2024-11-25,14997.47612457231
2024-11-26,15125.971846203947
2024-11-27,15118.998844822143
2024-11-29,15181.767213582796
2024-12-02,15086.77950715747
2024-12-03,15058.566139083752
2024-12-04,15044.115491065033
2024-12-05,15132.866363732503
2024-12-06,15212.707068267815
2024-12-09,14971.06725178198
2024-12-10,14951.955468347658
2024-12-11,15013.553539028644
2024-12-12,14935.142286578439
2024-12-13,14919.321573373123
2024-12-16,14943.517901699053
2024-12-17,14833.859039581746
2024-12-18,14360.429815862466
2024-12-19,14494.963718397023
2024-12-20,14678.429114153518
2024-12-23,14644.032941733865
2024-12-24,14906.314383591594
2024-12-26,14936.202542803325
2024-12-27,14797.741968098173
2024-12-30,14665.28053402932
2024-12-31,14651.87220840863
2025-01-02,14635.888561337879
2025-01-03,14738.491167682876
2025-01-06,14793.50832803888
2025-01-07,14781.001282733596
2025-01-08,14866.769943158393
2025-01-10,14565.595185416847
2025-01-13,14616.800999025812
2025-01-14,14714.954850357459
2025-01-15,15093.22280354054
2025-01-16,15037.458064236718
2025-01-17,15197.270258105835
2025-01-21,15378.245840575622
2025-01-22,15479.885525343087
2025-01-23,15578.56848313814
2025-01-24,15536.876543129012
2025-01-27,15687.697528631023
2025-01-28,15810.024934139521
2025-01-29,15813.332407149344
2025-01-30,15973.621710124224
2025-01-31,15847.152181925483
2025-02-03,15834.14169338878
2025-02-04,15976.114542769277
2025-02-05,16117.632640876876
2025-02-06,16146.231982130088
2025-02-07,16002.496676725455
2025-02-10,15955.086788812197
2025-02-11,16046.393467404745
2025-02-12,16085.957170689115
2025-02-13,16181.038917894983
2025-02-14,16248.480031080126
2025-02-18,16367.715756335949
2025-02-19,16387.237851505673
2025-02-20,15874.695718881852
2025-02-21,15557.359826524807
2025-02-24,15505.280391594119
2025-02-25,15502.990607872072
2025-02-26,15480.795545840107
2025-02-27,15486.664656031511
2025-02-28,15784.315815536751
2025-03-03,15549.209115977781
2025-03-04,15215.425517925616
2025-03-05,15355.353669315877
2025-03-06,15109.67669789215
2025-03-07,15147.275832329558
2025-03-10,14756.451363498662
2025-03-11,14574.644857627236
2025-03-12,14577.12781163295
2025-03-13,14328.903260892565
2025-03-14,14600.434967821528
2025-03-17,14852.146740466762
2025-03-18,14643.988249406244
2025-03-19,14849.017268689462
2025-03-20,14684.194475904811
2025-03-21,14682.40813656887
2025-03-24,14953.473446412807
2025-03-25,14920.930103400373
2025-03-26,14903.008076936874
2025-03-27,14683.501661603355
2025-03-28,14460.780164423291
2025-03-31,14702.7208542414
2025-04-01,14726.23476769764
2025-04-02,14755.66931145878
2025-04-03,14179.721235996221
2025-04-04,13244.865359977939
2025-04-07,13266.138087582241
2025-04-08,13021.612330097136
2025-04-09,14114.149415645521
2025-04-10,13833.289881210834
2025-04-11,14145.23025627137
2025-04-14,14271.89230967066
2025-04-15,14245.955188563352
2025-04-16,13924.965986592568
2025-04-17,13976.273680175836
2025-04-21,13689.76524208246
2025-04-22,14158.728548742372
2025-04-23,14264.136748054727
